mother|not_patient|not_patient
father|not_patient|not_patient
parent|not_patient|not_patient
parents|not_patient|not_patient
sister|not_patient|not_patient
sisters|not_patient|not_patient
brother|not_patient|not_patient
brothers|not_patient|not_patient
sibling|not_patient|not_patient
siblings|not_patient|not_patient
grandfather|not_patient|not_patient
grandfathers|not_patient|not_patient
grandmother|not_patient|not_patient
grandmothers|not_patient|not_patient
cousin|not_patient|not_patient
cousins|not_patient|not_patient
aunt|not_patient|not_patient
aunts|not_patient|not_patient
uncle|not_patient|not_patient
uncles|not_patient|not_patient
stepfather|not_patient|not_patient
stepmother|not_patient|not_patient
cousin|not_patient|not_patient
cousins|not_patient|not_patient
niece|not_patient|not_patient
nieces|not_patient|not_patient
nephew|not_patient|not_patient
nephews|not_patient|not_patient
wife|not_patient|not_patient
husband|not_patient|not_patient
spouse|not_patient|not_patient
partner|not_patient|not_patient
partners|not_patient|not_patient
roommate|not_patient|not_patient
roommates|not_patient|not_patient
classmate|not_patient|not_patient
classmates|not_patient|not_patient
friend|not_patient|not_patient
friends|not_patient|not_patient
acquaintance|not_patient|not_patient
acquaintances|not_patient|not_patient
individual|not_patient|not_patient
individuals|not_patient|not_patient
person|not_patient|not_patient
persons|not_patient|not_patient
relative|not_patient|not_patient
relatives|not_patient|not_patient
family|not_patient|not_patient
family member|not_patient|not_patient
family members|not_patient|not_patient
familiy history of |not_patient|not_patient
fhx of|not_patient|not_patient
fam hx of|not_patient|not_patient
family hx|not_patient|not_patient
twin|not_patient|not_patient
familial|not_patient|not_patient
